,x,s,n,t,p.1,f,c,n.1,k,e,e.1,s.1,s.2,w,w.1,p.2,w.2,o,p.3,k.1,s.3,u
4108,2,3,3,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0
4109,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4
4110,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1
4111,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
4112,2,0,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
4113,5,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4
4114,2,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
4115,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0
4116,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4117,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,1
4118,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4119,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4
4120,2,3,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0
4121,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4122,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1
4123,2,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0
4124,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
4125,5,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
4126,2,3,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0
4127,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4
4128,2,0,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0
4129,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1
4130,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0
4131,5,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0
4132,5,2,3,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,3,0
4133,2,0,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0
4134,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1
4135,5,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4136,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4
4137,2,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0
4138,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0
4139,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0
4140,2,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
4141,2,3,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0
4142,2,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5
4143,5,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4
4144,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,4
4145,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4
4146,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4147,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0
4148,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4
4149,2,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0
4150,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4151,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1
4152,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4
4153,2,0,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
4154,2,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0
4155,2,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0
4156,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4157,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4158,2,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0
4159,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1
4160,2,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0
4161,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4
4162,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4163,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0
4164,2,0,1,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2
4165,5,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4166,2,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
4167,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
4168,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4169,5,2,0,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,5
4170,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4171,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1
4172,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4173,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4174,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
4175,2,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,5,0
4176,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4
4177,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4
4178,2,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0
4179,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
4180,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4181,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0
4182,2,0,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0
4183,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
4184,5,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4185,2,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0
4186,2,0,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0
4187,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4188,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4189,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0
4190,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4
4191,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4
4192,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1
4193,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5
4194,2,0,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0
4195,5,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0
4196,5,3,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,4,0
4197,5,0,3,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0
4198,5,0,5,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,3,4,0
4199,5,3,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
4200,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4201,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1
4202,5,2,3,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,5
4203,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4204,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4205,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4206,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0
4207,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4208,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1
4209,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1
4210,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1
4211,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1
4212,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4213,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1
4214,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1
4215,2,2,3,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5
4216,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4217,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4218,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
4219,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
4220,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0
4221,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4
4222,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4223,2,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0
4224,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0
4225,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0
4226,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4227,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
4228,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
4229,5,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0
4230,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4
4231,2,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,5
4232,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
4233,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0
4234,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
4235,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4236,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4237,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4
4238,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4239,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4240,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
4241,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0
4242,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0
4243,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4244,5,2,8,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1
4245,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4246,5,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1
4247,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
4248,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0
4249,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1
4250,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4251,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1
4252,2,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
4253,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4
4254,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4
4255,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
4256,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4257,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0
4258,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4259,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1
4260,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4261,5,0,5,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0
4262,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4263,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1
4264,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
4265,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4266,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4267,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,0
4268,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
4269,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4
4270,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0
4271,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4272,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4273,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4274,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4275,3,3,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2
4276,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4
4277,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1
4278,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1
4279,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0
4280,5,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4281,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1
4282,2,2,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
4283,2,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4
4284,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
4285,5,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4286,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
4287,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,0
4288,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
4289,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4290,3,2,5,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4291,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4292,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4
4293,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4294,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
4295,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4
4296,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4297,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1
4298,2,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1
4299,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
4300,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0
4301,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1
4302,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0
4303,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1
4304,2,3,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0
4305,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0
4306,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4307,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
4308,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1
4309,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1
4310,5,3,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4
4311,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4312,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4313,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4314,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1
4315,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
4316,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1
4317,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0
4318,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4319,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4320,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4321,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
4322,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4323,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4324,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4
4325,5,3,6,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,4,0
4326,2,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4327,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0
4328,5,3,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4
4329,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4330,3,3,4,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0
4331,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
4332,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4333,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
4334,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1
4335,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
4336,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4337,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4338,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4339,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4340,2,3,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0
4341,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
4342,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4343,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1
4344,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,4
4345,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
4346,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4347,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1
4348,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,5
4349,5,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1
4350,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4351,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4352,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
4353,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0
4354,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4355,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1
4356,5,2,2,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4357,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0
4358,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
4359,2,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4360,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4361,2,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0
4362,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4363,0,3,8,1,5,1,1,1,10,0,1,2,2,7,7,0,2,1,4,7,1,2
4364,2,2,0,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5
4365,5,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4
4366,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
4367,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
4368,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4
4369,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4370,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0
4371,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1
4372,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1
4373,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5
4374,2,3,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0
4375,5,3,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0
4376,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0
4377,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4378,2,3,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0
4379,5,3,0,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4380,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4381,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
4382,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4
4383,5,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4384,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1
4385,2,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1
4386,5,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4387,2,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
4388,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4389,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4390,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4391,2,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
4392,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0
4393,2,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0
4394,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4
4395,5,3,7,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,5,0
4396,5,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1
4397,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
4398,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
4399,5,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
4400,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1
4401,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
4402,2,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4403,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
